Housset,02,02000
Iron,02,02000
Itancourt,02,02000
Iviers,02,02000
Jaulgonne,02,02000
Jeancourt,02,02000
Jeantes,02,02000
Joncourt,02,02000
Jouaignes,02,02000
Jumencourt,02,02000
Jumigny,02,02000
Jussy,02,02114
Juvigny,02,02000
Juvincourt-et-Damary,02,02000
Laffaux,02,02000
Laigny,02,02000
Lanchy,02,02000
Landifay-et-Bertaignemont,02,02000
Landouzy-la-Cour,02,02000
Landouzy-la-Ville,02,02000
Landricourt,02,02000
Laniscourt,02,02000
Laon,02,02403
Lappion,02,02000
Largny-sur-Automne,02,02000
Latilly,02,02000
Launoy,02,02000
Laval-en-Laonnois,02,02000
Lavaqueresse,02,02000
Laversine,02,02000
Lemé,02,02000
Lempire,02,02000
Lerzy,02,02000
Leschelle,02,02000
Lesdins,02,02000
Lesges,02,02000
Lesquielles-Saint-Germain,02,02000
Leuilly-sous-Coucy,02,02000
Leury,02,02000
Leuze,02,02000
Levergies,02,02000
Lhuys,02,02000
Licy-Clignon,02,02000
Lierval,02,02000
Liesse-Notre-Dame,02,02000
Liez,02,02000
Limé,02,02000
Lislet,02,02111
Lizy,02,02000
Logny-lès-Aubenton,02,02000
Longpont,02,02000
Longueval-Barbonval,02,02000
Lor,02,02000
Louâtre,02,02000
Loupeigne,02,02000
Lucy-le-Bocage,02,02000
Lugny,02,02000
Luzoir,02,02000
Ly-Fontaine,02,02000
Maast-et-Violaine,02,02000
Mâchecourt,02,02000
Macogny,02,02000
Macquigny,02,02000
Magny-la-Fosse,02,02000
Maissemy,02,02000
Maizy,02,02000
La Malmaison,02,02000
Malzy,02,02000
Manicamp,02,02000
Marchais,02,02000
Marchais-en-Brie,02,02000
Marcy,02,02000
Marcy-sous-Marle,02,02000
Marest-Dampcourt,02,02000
Mareuil-en-Dôle,02,02000
Marfontaine,02,02000
Margival,02,02000
Marigny-en-Orxois,02,02000
Marizy-Sainte-Geneviève,02,02000
Marizy-Saint-Mard,02,02000
Marle,02,02110
Marly-Gomont,02,02000
Martigny,02,02000
Martigny-Courpierre,02,02000
Mauregny-en-Haye,02,02000
Mayot,02,02000
Mennessis,02,02000
Menneville,02,02000
Mennevret,02,02000
Mercin-et-Vaux,02,02404
Merlieux-et-Fouquerolles,02,02000
Merval,02,02000
Mesbrecourt-Richecourt,02,02000
Mesnil-Saint-Laurent,02,02000
Meurival,02,02000
Mézières-sur-Oise,02,02000
Mézy-Moulins,02,02000
Missy-aux-Bois,02,02000
Missy-lès-Pierrepont,02,02000
Missy-sur-Aisne,02,02000
Molain,02,02000
Molinchart,02,02000
Monampteuil,02,02000
Monceau-le-Neuf-et-Faucouzy,02,02000
Monceau-lès-Leups,02,02000
Monceau-le-Waast,02,02000
Monceau-sur-Oise,02,02000
Mondrepuis,02,02000
Monnes,02,02000
Mons-en-Laonnois,02,02000
Montaigu,02,02000
Montbavin,02,02000
Montbrehain,02,02000
Montchâlons,02,02000
Montcornet,02,02111
Mont-d'Origny,02,02116
Montescourt-Lizerolles,02,02114
Montfaucon,02,02000
Montgobert,02,02000
Montgru-Saint-Hilaire,02,02000
Monthenault,02,02000
Monthiers,02,02000
Monthurel,02,02000
Montigny-en-Arrouaise,02,02000
Montigny-l'Allier,02,02000
Montigny-le-Franc,02,02000
Montigny-Lengrain,02,02000
Montigny-lès-Condé,02,02000
Montigny-sous-Marle,02,02000
Montigny-sur-Crécy,02,02000
Montlevon,02,02000
Montloué,02,02000
Mont-Notre-Dame,02,02000
Montreuil-aux-Lions,02,02000
Mont-Saint-Jean,02,02000
Mont-Saint-Martin,02,02000
Mont-Saint-Père,02,02000
Morcourt,02,02000
Morgny-en-Thiérache,02,02000
Morsain,02,02000
Mortefontaine,02,02000
Mortiers,02,02000
Moulins,02,02000
Moussy-Verneuil,02,02000
Moÿ-de-l'Aisne,02,02000
Muret-et-Crouttes,02,02000
Muscourt,02,02000
Nampcelles-la-Cour,02,02000
Nampteuil-sous-Muret,02,02000
Nanteuil-la-Fosse,02,02000
Nanteuil-Notre-Dame,02,02000
Nauroy,02,02000
Nesles-la-Montagne,02,02106
Neufchâtel-sur-Aisne,02,02000
Neuflieux,02,02000
Neuilly-Saint-Front,02,02000
Neuve-Maison,02,02000
La Neuville-Bosmont,02,02000
La Neuville-en-Beine,02,02000
La Neuville-Housset,02,02000
La Neuville-lès-Dorengt,02,02000
Neuville-Saint-Amand,02,02000
Neuville-sur-Ailette,02,02000
Neuville-sur-Margival,02,02000
Neuvillette,02,02000
Nizy-le-Comte,02,02000
Nogentel,02,02106
Nogent-l'Artaud,02,02203
Noircourt,02,02000
